quotation_id,quotation_date,print_category,quantity,standard_size,width,height,paper_type,gsm,colour_mode,sides,page_count,finishing_type,urgency,delivery_requirement,printing_cost,finishing_cost,delivery_cost,total_price,location,data_source,access_date,data_type
SYN-0591,,photocopy,20,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),delivery,153.6,0.0,350.0,545.38,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0592,,document printout,10,A3,,,copy paper,80.0,black and white,single-sided,100.0,none,rush (same/next day),self-collection,19424.2,0.0,0.0,23542.13,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0593,,document printout,2,A3,,,copy paper,80.0,full colour,single-sided,20.0,none,urgent (1-2 days),self-collection,2321.0,0.0,0.0,2655.22,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0594,,lamination,10,A4,,,laminating film,,,single-sided,1.0,cold lamination,rush (same/next day),delivery,0.0,224.36,350.0,630.01,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0595,,spiral binding,2,A4,,,copy paper,80.0,,,150.0,spiral binding,standard,self-collection,0.0,272.86,0.0,267.41,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0596,,document printout,2,A4,,,copy paper,80.0,black and white,double-sided,200.0,none,standard,self-collection,3148.81,0.0,0.0,3117.32,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0597,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,44.42,0.0,350.0,393.53,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0598,,lamination,10,A4,,,laminating film,,,double-sided,1.0,lamination,urgent (1-2 days),delivery,0.0,335.79,350.0,715.68,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0599,,document printout,5,Legal,,,copy paper,80.0,black and white,double-sided,20.0,none,standard,delivery,1536.31,0.0,350.0,1870.95,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0600,,document printout,10,A4,,,copy paper,80.0,full colour,double-sided,50.0,none,standard,delivery,11820.26,0.0,350.0,12170.26,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0601,,spiral binding,2,A3,,,copy paper,80.0,,,300.0,spiral binding,standard,delivery,0.0,524.08,350.0,868.84,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0602,,document printout,5,A4,,,copy paper,80.0,black and white,double-sided,50.0,none,standard,delivery,2810.21,0.0,350.0,3272.62,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0603,,photo printing,2,10R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,1186.39,0.0,0.0,1198.26,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0604,,photo printing,50,4R,,,matte photo paper,230.0,full colour,single-sided,1.0,matte finish,standard,island-wide courier,3454.58,0.0,650.0,4242.76,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0605,,lamination,1,A4,,,laminating film,,,single-sided,1.0,cold lamination,urgent (1-2 days),delivery,0.0,28.03,350.0,382.06,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0606,,lamination,100,A4,,,laminating film,,,double-sided,1.0,cold lamination,standard,self-collection,0.0,2753.09,0.0,2808.15,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0607,,photo printing,6,4R,,,gloss photo paper,230.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,433.77,0.0,0.0,429.44,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0608,,lamination,5,A4,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,145.83,0.0,148.74,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0609,,lamination,5,A4,,,laminating film,,,double-sided,1.0,cold lamination,rush (same/next day),island-wide courier,0.0,152.01,650.0,834.24,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0610,,photocopy,20,A3,,,copy paper,80.0,black and white,double-sided,1.0,none,urgent (1-2 days),delivery,652.21,0.0,350.0,1060.26,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0611,,spiral binding,3,A4,,,copy paper,80.0,,,250.0,spiral binding,standard,delivery,0.0,545.52,350.0,928.25,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0612,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,51.32,0.0,350.0,401.83,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0613,,document printout,50,A3,,,copy paper,80.0,black and white,double-sided,2.0,none,standard,delivery,2323.4,0.0,350.0,2673.4,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0614,,photocopy,5,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,urgent (1-2 days),self-collection,111.53,0.0,0.0,121.46,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0615,,document printout,2,A4,,,colour paper,80.0,black and white,double-sided,200.0,none,standard,self-collection,4803.26,0.0,0.0,4995.39,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0616,,photocopy,5,Legal,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,95.43,0.0,0.0,93.52,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0617,,spiral binding,3,A3,,,copy paper,80.0,,,150.0,spiral binding,standard,delivery,0.0,598.14,350.0,948.14,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0618,,photocopy,10,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,delivery,192.53,0.0,350.0,550.24,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0619,,spiral binding,2,A4,,,copy paper,80.0,,,50.0,spiral binding,urgent (1-2 days),delivery,0.0,175.1,350.0,538.75,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0620,,spiral binding,20,A4,,,copy paper,80.0,,,100.0,spiral binding,rush (same/next day),delivery,0.0,1897.97,350.0,2764.21,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0621,,document printout,20,A5,,,copy paper,80.0,full colour,single-sided,200.0,none,urgent (1-2 days),island-wide courier,84218.07,0.0,650.0,98848.27,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0622,,photo printing,5,5R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,916.41,0.0,0.0,916.41,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0623,,spiral binding,10,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,delivery,0.0,1945.33,350.0,2275.88,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0624,,photocopy,20,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),delivery,140.72,0.0,350.0,507.89,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0625,,lamination,5,A3,,,laminating film,,,double-sided,1.0,cold lamination,urgent (1-2 days),self-collection,0.0,314.68,0.0,346.14,Gampaha,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0626,,photo printing,1,5R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,198.1,0.0,0.0,196.12,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0627,,document printout,10,A4,,,copy paper,80.0,full colour,double-sided,200.0,none,standard,self-collection,52881.54,0.0,0.0,56054.43,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0628,,spiral binding,10,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,self-collection,0.0,1929.35,0.0,1910.06,Galle,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0629,,document printout,1,A5,,,copy paper,80.0,black and white,double-sided,10.0,none,urgent (1-2 days),self-collection,93.73,0.0,0.0,102.07,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0630,,lamination,1,A4,,,laminating film,,,double-sided,1.0,lamination,standard,delivery,0.0,35.12,350.0,385.83,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0631,,photo printing,50,4R,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,standard,self-collection,3121.95,0.0,0.0,3246.82,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0632,,document printout,10,A3,,,colour paper,80.0,black and white,single-sided,10.0,none,standard,island-wide courier,2647.7,0.0,650.0,3403.6,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0633,,lamination,5,4R,,,laminating film,,,single-sided,1.0,lamination,standard,self-collection,0.0,100.03,0.0,104.03,Dehiwala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0634,,lamination,5,A5,,,laminating film,,,single-sided,1.0,lamination,urgent (1-2 days),self-collection,0.0,102.07,0.0,114.53,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0635,,photo printing,6,4R,,,matte photo paper,260.0,full colour,single-sided,1.0,matte finish,standard,delivery,449.07,0.0,350.0,803.56,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0636,,spiral binding,3,A4,,,copy paper,80.0,,,300.0,spiral binding,standard,self-collection,0.0,598.25,0.0,610.22,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0637,,lamination,50,4R,,,laminating film,,,single-sided,1.0,cold lamination,standard,delivery,0.0,934.58,350.0,1303.27,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0638,,photocopy,100,A4,,,copy paper,80.0,black and white,double-sided,1.0,none,standard,delivery,1774.62,0.0,350.0,2160.11,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0639,,photocopy,5,A4,,,copy paper,80.0,black and white,single-sided,1.0,none,rush (same/next day),delivery,38.64,0.0,350.0,396.83,Kandy,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0640,,spiral binding,20,A4,,,copy paper,80.0,,,150.0,spiral binding,urgent (1-2 days),self-collection,0.0,2320.15,0.0,2526.64,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0641,,lamination,10,A5,,,laminating film,,,double-sided,1.0,lamination,rush (same/next day),self-collection,0.0,238.08,0.0,302.84,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0642,,photo printing,12,10x15,,,gloss photo paper,260.0,full colour,single-sided,1.0,gloss finish,urgent (1-2 days),island-wide courier,8364.1,0.0,650.0,10218.53,Nugegoda,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0643,,lamination,50,A5,,,laminating film,,,double-sided,1.0,cold lamination,standard,island-wide courier,0.0,1265.33,650.0,1890.03,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0644,,photocopy,10,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,standard,self-collection,164.1,0.0,0.0,160.82,Kurunegala,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0645,,photocopy,500,A3,,,copy paper,80.0,black and white,single-sided,1.0,none,urgent (1-2 days),delivery,7266.1,0.0,350.0,8822.28,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0646,,lamination,250,A5,,,laminating film,,,double-sided,1.0,lamination,standard,self-collection,0.0,5046.85,0.0,5147.79,Maharagama,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0647,,spiral binding,2,A4,,,copy paper,80.0,,,200.0,spiral binding,standard,self-collection,0.0,303.15,0.0,300.12,Kalutara,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
SYN-0648,,document printout,5,Legal,,,copy paper,80.0,black and white,single-sided,10.0,none,standard,self-collection,776.1,0.0,0.0,822.67,Colombo,Synthetic rule-based generation calibrated to Sri Lankan public price references,2026-08-20,Synthetic prototype record
